src_ip,dst_ip,dst_port,bytes_sent,bytes_received,login_attempts,process_name,duration_sec,label
10.0.0.2,10.0.0.55,80,3046.5989661049725,5113.456040056552,1,svchost.exe,24.89913423281022,normal
10.0.0.43,10.0.0.53,443,2511.5282776261197,5667.245147429242,1,explorer.exe,14.80894708757436,normal
10.0.0.36,10.0.0.59,80,1912.3107720506546,5337.482074726399,1,explorer.exe,23.5803363266752,normal
10.0.0.39,10.0.0.53,80,2392.001389655374,3456.549056814253,1,teams.exe,37.52638534479237,normal
10.0.0.13,10.0.0.56,80,1775.7285817360694,5021.092747850587,2,outlook.exe,25.113446033882667,normal
10.0.0.15,10.0.0.51,3389,2293.695849903006,5432.35271420034,2,svchost.exe,35.55626822794873,normal
10.0.0.28,10.0.0.54,443,2391.7948323993032,4724.878571744954,1,svchost.exe,34.06079166629937,normal
10.0.0.39,10.0.0.58,443,2063.1570997416,3870.15014278144,1,teams.exe,44.952144978685695,normal
10.0.0.16,10.0.0.59,80,1967.9611179256417,3521.2228761537144,1,svchost.exe,34.71528484175239,normal
10.0.0.21,10.0.0.54,80,1297.8802168692055,4051.251304732,1,chrome.exe,54.982001179741125,normal
10.0.0.20,10.0.0.56,443,2422.38718789085,4967.723105897382,2,svchost.exe,49.87806564762086,normal
10.0.0.14,10.0.0.57,53,1940.1901878156143,5744.5863984731295,1,outlook.exe,28.98649689616188,normal
10.0.0.17,10.0.0.53,443,1952.587884359564,4628.220988476512,1,svchost.exe,15.967289702595526,normal
10.0.0.28,10.0.0.51,80,1954.146987927437,3996.5610965004967,1,chrome.exe,39.88638522139262,normal
10.0.0.34,10.0.0.58,443,3049.110737273373,7606.859163149769,1,teams.exe,27.643465994847976,normal
10.0.0.18,10.0.0.57,443,1946.3676170945291,4992.31100427863,2,outlook.exe,16.77595519297174,normal
10.0.0.13,10.0.0.50,443,1626.5383574649163,4129.272228356259,1,teams.exe,33.351754841006965,normal
10.0.0.4,10.0.0.58,80,1559.6229551986348,6171.810143273845,1,outlook.exe,36.43350179569751,normal
10.0.0.13,10.0.0.59,22,1096.4793025340919,3808.1252958087503,1,outlook.exe,33.39847388965331,normal
10.0.0.48,10.0.0.57,80,2647.4927924084777,5129.3680067038185,1,chrome.exe,19.077218359688167,normal
10.0.0.35,10.0.0.56,80,2190.389035682526,5327.0723748778455,2,explorer.exe,26.229867170132092,normal
10.0.0.42,10.0.0.58,443,1871.8595878742137,4233.677475218574,1,chrome.exe,15.702693437639923,normal
10.0.0.43,10.0.0.52,443,2063.133868117034,3865.979814065042,1,outlook.exe,19.263235044327494,normal
10.0.0.38,10.0.0.51,53,1891.4344625268986,5448.4854541964405,1,chrome.exe,43.909948052043724,normal
10.0.0.19,10.0.0.55,3389,1183.9925574867914,5306.1345531027555,1,teams.exe,45.48074398544108,normal
10.0.0.34,10.0.0.57,80,2535.182580114965,6868.603219163002,1,explorer.exe,29.845291552329545,normal
10.0.0.23,10.0.0.58,80,1236.4160717051764,5678.728069279419,1,outlook.exe,35.60680660090051,normal
10.0.0.6,10.0.0.51,80,1912.3527350479935,3709.057780506776,1,explorer.exe,26.783364194508835,normal
10.0.0.13,10.0.0.56,22,2349.459842540394,4774.193250923958,2,explorer.exe,39.86233395275601,normal
10.0.0.22,10.0.0.52,443,2642.047896974059,4326.2098943405235,2,explorer.exe,29.85730822405442,normal
10.0.0.49,10.0.0.55,443,3250.450248967141,3924.2633515583884,1,teams.exe,45.55711977916249,normal
10.0.0.38,10.0.0.50,80,1705.4439336094365,4238.41213496378,1,outlook.exe,37.64329614130386,normal
10.0.0.40,10.0.0.58,80,2365.9777512549226,5856.975536982786,1,explorer.exe,37.76414918638431,normal
10.0.0.7,10.0.0.55,80,2160.645735378694,5399.044140646526,1,outlook.exe,21.7908684182716,normal
10.0.0.17,10.0.0.53,443,2142.9016433973666,2972.3227283291512,1,teams.exe,31.523197932045576,normal
10.0.0.12,10.0.0.57,80,2342.0816043044774,5151.407396072019,1,teams.exe,13.122951375741849,normal
10.0.0.43,10.0.0.55,80,2099.1967585887433,5474.633485566792,2,teams.exe,43.75551913363207,normal
10.0.0.40,10.0.0.52,80,1571.915079669125,5385.749968181695,2,explorer.exe,45.34809806103858,normal
10.0.0.7,10.0.0.55,443,2581.1297987528333,6178.865937036939,1,chrome.exe,25.40445685005881,normal
10.0.0.18,10.0.0.56,80,1520.6107719066126,6227.273822081263,1,svchost.exe,17.89738209153061,normal
10.0.0.13,10.0.0.52,443,2270.454259280495,4562.262677595675,1,outlook.exe,13.94545300960922,normal
10.0.0.44,10.0.0.55,53,2136.559217146822,6176.533253787766,2,svchost.exe,12.406505112163714,normal
10.0.0.18,10.0.0.57,80,1503.7109966355886,4859.446514497568,1,explorer.exe,29.05825215270701,normal
10.0.0.28,10.0.0.51,443,1504.1516682798447,5180.071037695981,1,teams.exe,36.46476786198352,normal
10.0.0.29,10.0.0.52,80,2230.135812491152,4636.868353182922,2,svchost.exe,14.116307517494175,normal
10.0.0.22,10.0.0.57,22,1464.9042185528342,4697.1147562010065,1,teams.exe,34.10429887250903,normal
10.0.0.38,10.0.0.56,443,1599.2362049477292,3262.1953841535005,1,svchost.exe,31.802627939015117,normal
10.0.0.43,10.0.0.55,22,2696.2279707415337,4761.247397936566,1,chrome.exe,25.582532765030756,normal
10.0.0.27,10.0.0.57,80,1496.0441522858969,4638.371890627454,1,explorer.exe,16.632241217247525,normal
10.0.0.27,10.0.0.53,443,2804.7603328879864,6805.574432686815,2,chrome.exe,35.879282679978644,normal
10.0.0.7,10.0.0.50,80,1915.8704327562293,4803.906789323062,1,explorer.exe,8.701898161401331,normal
10.0.0.6,10.0.0.52,80,2495.0831194796447,5724.591778723123,1,outlook.exe,27.784264114090412,normal
10.0.0.35,10.0.0.51,80,1944.9972506494742,2950.525514330319,1,teams.exe,31.225810686804728,normal
10.0.0.35,10.0.0.55,443,2359.2087117358205,4280.010466778061,1,explorer.exe,26.451454269257844,normal
203.0.113.55,10.0.0.10,3389,121.80902239184783,115.43538931380799,17,svchost.exe,1.6204082269162479,brute_force
10.0.0.33,10.0.0.56,3389,1454.1874139204488,5301.873380721012,1,outlook.exe,32.81374133935252,normal
10.0.0.5,10.0.0.56,443,1968.6802113363826,4104.6456263408,1,explorer.exe,23.39268494111028,normal
10.0.0.39,10.0.0.59,80,1510.0372126088778,4265.189102465809,2,outlook.exe,35.03434107846911,normal
10.0.0.33,10.0.0.59,443,2313.2173362269723,7598.822900074582,1,chrome.exe,19.12322305268742,normal
10.0.0.19,10.0.0.51,80,2106.9043969705317,7121.6313073302035,2,teams.exe,34.04775857773534,normal
10.0.0.2,10.0.0.56,443,2243.6526185224975,5330.113790470944,1,svchost.exe,22.835270989334155,normal
10.0.0.29,10.0.0.51,443,2928.323718280977,5012.22354841517,2,chrome.exe,21.489654782904324,normal
10.0.0.27,10.0.0.59,80,2017.7830370164968,5702.659998499306,1,explorer.exe,9.395230710665,normal
10.0.0.31,10.0.0.56,80,1781.9222792462574,4158.550485870992,1,svchost.exe,39.575177776433264,normal
10.0.0.37,10.0.0.57,443,1834.9549041492814,4766.275942148274,1,chrome.exe,42.07003238752549,normal
10.0.0.38,10.0.0.59,443,1551.8336707039691,4806.69577355203,1,explorer.exe,31.255452792997634,normal
10.0.0.4,10.0.0.51,80,2355.274551148893,6081.514086299741,1,chrome.exe,47.19766792929515,normal
10.0.0.33,10.0.0.55,443,1764.342139424441,2292.4561446188227,2,explorer.exe,29.932638438858977,normal
10.0.0.42,10.0.0.57,80,1406.8317864450728,4249.270392994401,2,svchost.exe,29.22546992733727,normal
10.0.0.26,10.0.0.54,80,1248.5646956588052,5670.049671815524,1,explorer.exe,49.60007518815593,normal
10.0.0.48,10.0.0.50,80,3412.1652955015234,4710.01864556336,1,teams.exe,28.794295432307855,normal
10.0.0.42,10.0.0.50,80,2574.8360094393734,3901.5907820374473,1,teams.exe,40.41794119021594,normal
10.0.0.31,10.0.0.57,443,1839.807470281603,4197.72816606548,2,chrome.exe,41.054124052149824,normal
10.0.0.46,10.0.0.54,443,2038.3045352258298,4690.93376326174,2,explorer.exe,24.95680031020769,normal
10.0.0.27,10.0.0.54,3389,1208.9116183269364,6272.714733971265,1,explorer.exe,43.12688178449648,normal
10.0.0.2,10.0.0.58,80,2048.9066465466535,4820.48542512752,1,svchost.exe,27.72126871004437,normal
10.0.0.25,10.0.0.53,53,1650.900162694475,5320.216577948829,1,explorer.exe,25.515086302128996,normal
10.0.0.24,10.0.0.50,443,2008.0126411475803,3660.510633471341,2,explorer.exe,29.470217250704703,normal
10.0.0.30,10.0.0.58,80,2243.887410542169,6353.453647621203,1,svchost.exe,35.2911510856372,normal
10.0.0.12,10.0.0.59,443,1991.4969627580845,5138.078408417547,2,teams.exe,29.93461456331138,normal
10.0.0.22,10.0.0.59,3389,2546.053391991213,5873.989751006882,1,explorer.exe,33.4301196021346,normal
10.0.0.45,10.0.0.57,80,1714.8429661067669,4980.081603700269,1,svchost.exe,34.72140402425566,normal
10.0.0.17,10.0.0.57,443,2272.1101761701734,2619.260894476503,1,teams.exe,33.940931050282195,normal
10.0.0.24,10.0.0.51,443,2681.0662018425396,3850.2925271025942,1,chrome.exe,16.51552250968892,normal
10.0.0.23,10.0.0.56,3389,1966.064309150259,3090.8025410227574,1,svchost.exe,40.52450631614043,normal
10.0.0.43,10.0.0.51,443,911.0161339026561,5833.179431270182,1,teams.exe,26.503697237732776,normal
10.0.0.9,10.0.0.57,22,1862.598847623656,4177.834393310593,1,teams.exe,44.23291948423834,normal
10.0.0.7,10.0.0.56,22,991.3306009387943,4602.884668432147,2,chrome.exe,29.26712120996425,normal
10.0.0.46,10.0.0.52,80,1322.014827570018,4275.138916199948,2,svchost.exe,51.579716860282595,normal
10.0.0.5,10.0.0.55,443,1831.8065272944318,4139.270836604662,1,explorer.exe,40.043379436417034,normal
10.0.0.34,10.0.0.51,443,2428.9494126456716,4543.302384976753,1,svchost.exe,31.773793405842795,normal
10.0.0.33,10.0.0.50,443,2263.2683418361535,4841.462307583543,1,teams.exe,31.414793414838037,normal
10.0.0.6,10.0.0.55,80,2175.582733813542,5398.992157501696,2,outlook.exe,17.151987498773806,normal
10.0.0.9,10.0.0.57,443,1438.252983380201,5392.913510548216,1,chrome.exe,23.030239823564376,normal
10.0.0.7,10.0.0.50,3389,2095.458262071855,6094.798502227325,1,explorer.exe,40.65102868732038,normal
10.0.0.9,10.0.0.50,80,1363.2072257017003,4753.275575885559,1,svchost.exe,32.00000665831661,normal
10.0.0.31,10.0.0.59,443,2228.6621405433825,5107.983920725229,1,svchost.exe,26.378290611415473,normal
10.0.0.36,10.0.0.55,3389,1612.692514990709,4606.01331875688,2,teams.exe,28.128511953590866,normal
10.0.0.13,10.0.0.55,53,2562.4662726516203,6446.94414638698,1,chrome.exe,23.32315345306778,normal
10.0.0.2,10.0.0.54,443,1611.7504297535,5072.252048237916,1,teams.exe,22.937336520958908,normal
10.0.0.9,185.220.101.7,443,478894.296479894,2693.023178643772,1,powershell.exe,123.24005814687928,data_exfil
10.0.0.21,10.0.0.53,80,2686.9571926057247,4955.7266801553515,1,teams.exe,36.40170710882646,normal
10.0.0.32,10.0.0.55,22,1022.4756148408586,5686.857911012256,1,explorer.exe,16.658392442507747,normal
10.0.0.38,10.0.0.53,443,3196.054817636996,4942.049458237282,1,teams.exe,14.737210061650096,normal
10.0.0.36,10.0.0.54,443,1025.3141223387884,6572.398210270327,1,outlook.exe,32.14282491738131,normal
10.0.0.42,10.0.0.55,443,2523.4558972440695,5597.537705894728,2,explorer.exe,27.0314510626803,normal
10.0.0.39,10.0.0.55,443,1610.4902892400073,5011.880434517792,1,explorer.exe,42.55651918520435,normal
10.0.0.16,10.0.0.54,80,2358.294669879826,4515.982876377915,2,teams.exe,30.933026425675607,normal
10.0.0.10,185.220.101.7,443,434403.31117436104,1922.6204948504362,1,cmd.exe,111.64520795222818,data_exfil
10.0.0.16,10.0.0.57,53,1277.3973677938873,4853.146478744699,2,outlook.exe,52.09387125902919,normal
10.0.0.37,10.0.0.56,80,1709.6758487230245,5530.89431421595,2,svchost.exe,35.91657083935445,normal
10.0.0.41,10.0.0.54,53,1975.0599229359411,4116.131104859271,1,chrome.exe,17.381102172732252,normal
10.0.0.49,10.0.0.51,80,2488.0203596779734,3944.0101880731563,2,svchost.exe,15.219309094074593,normal
10.0.0.29,10.0.0.53,3389,1994.566431482514,2928.622820661843,1,explorer.exe,10.622098438185045,normal
10.0.0.38,10.0.0.59,443,1995.9433991941248,3159.7336152044318,2,teams.exe,24.716032279796238,normal
10.0.0.49,10.0.0.56,80,2597.7403254127394,5683.2124040010685,1,explorer.exe,39.23777852643977,normal
10.0.0.27,10.0.0.54,443,1971.0461250615456,7048.7082576988505,1,teams.exe,16.8605550329003,normal
10.0.0.33,10.0.0.59,80,2072.918235107692,5842.513896455004,2,teams.exe,41.81000531003946,normal
10.0.0.24,10.0.0.55,80,1303.6322639165019,5552.905228599481,1,chrome.exe,20.921311915225907,normal
10.0.0.34,10.0.0.56,80,1979.3536564963586,5033.443467973151,1,outlook.exe,22.69988477135514,normal
10.0.0.37,185.220.101.7,443,509058.2426214458,1917.2121892562059,1,rundll32.exe,100.60415340542428,data_exfil
10.0.0.14,10.0.0.59,443,2361.413447492756,6744.583870075248,2,outlook.exe,28.449513411483682,normal
10.0.0.42,185.220.101.7,443,709466.5924634249,1557.9152991530157,1,rundll32.exe,169.92943864272934,data_exfil
10.0.0.37,10.0.0.56,53,2435.3733222942014,5151.407390624778,1,outlook.exe,27.19136244425036,normal
10.0.0.49,10.0.0.58,443,786.8039647323958,5957.537163279768,2,outlook.exe,28.035082999207397,normal
10.0.0.7,10.0.0.51,443,2146.76876498432,4676.957631226993,1,chrome.exe,18.81647773999518,normal
10.0.0.16,10.0.0.51,443,2092.8442902093693,5698.815670280476,1,teams.exe,32.68510525747089,normal
10.0.0.16,10.0.0.53,3389,974.8212713578998,4717.874223066089,1,svchost.exe,28.598188063891428,normal
10.0.0.47,10.0.0.51,80,1789.9861363529187,4175.349659709313,2,teams.exe,20.745447519009424,normal
10.0.0.26,10.0.0.58,80,1616.5679809977237,4122.5159778443685,1,svchost.exe,25.917179864356438,normal
10.0.0.15,10.0.0.53,443,2131.7754059773924,3923.6188125979415,1,outlook.exe,36.15854798150086,normal
10.0.0.25,10.0.0.59,22,1899.823711102918,5534.207862374675,1,svchost.exe,42.424093078962045,normal
198.51.100.23,10.0.0.22,23875,71.75224455567833,3.6859065334928753,0,nmap.exe,0.22417218341391593,port_scan
10.0.0.19,10.0.0.53,443,2055.4431914142087,5475.334925427491,1,teams.exe,26.57410385862703,normal
10.0.0.5,10.0.0.50,443,1886.446996109537,4199.6645938346965,1,teams.exe,41.44158471791915,normal
10.0.0.38,10.0.0.57,80,1751.1637382854803,5543.032279289652,1,chrome.exe,26.166180977387313,normal
10.0.0.30,10.0.0.56,53,2767.2410508972575,5247.480547640104,1,explorer.exe,25.429861801478022,normal
10.0.0.33,10.0.0.52,80,2431.111755943489,3366.077040940713,2,outlook.exe,50.05196340235445,normal
10.0.0.9,10.0.0.57,443,2459.4574273291646,4739.963749819555,2,explorer.exe,55.916947213095625,normal
10.0.0.39,10.0.0.57,443,1758.5450802697412,4304.850641923127,1,chrome.exe,36.316352098206686,normal
10.0.0.37,10.0.0.52,80,1908.0730534203951,6833.896546024375,1,svchost.exe,19.755150009845615,normal
10.0.0.5,10.0.0.58,80,1962.0642746574883,4988.484911923355,1,teams.exe,33.42749005435426,normal
10.0.0.46,10.0.0.57,443,1863.7949916981563,4549.746612221728,1,svchost.exe,27.22381300863482,normal
10.0.0.26,10.0.0.59,443,1333.4358226110967,5995.973678846446,1,teams.exe,48.43316046125959,normal
10.0.0.37,10.0.0.54,80,2250.071516556942,5527.839349915587,1,explorer.exe,23.435410796979383,normal
10.0.0.41,10.0.0.55,53,1847.4055772596241,6536.061181709529,1,teams.exe,48.52290954070885,normal
10.0.0.30,10.0.0.58,443,1827.4265594309863,4075.6426663696247,1,svchost.exe,32.00450039128847,normal
10.0.0.18,10.0.0.52,3389,1759.6760292558793,4020.6997697173647,1,chrome.exe,37.828068249924236,normal
10.0.0.3,10.0.0.50,443,1869.8454793642813,6539.197200174907,1,outlook.exe,28.991551816215402,normal
10.0.0.41,10.0.0.56,443,2836.681973076262,6753.1948020655855,1,teams.exe,34.97233151357862,normal
10.0.0.45,10.0.0.56,80,1971.479416573529,4227.4578881577645,1,explorer.exe,23.660333743699972,normal
10.0.0.43,10.0.0.50,80,2196.653525002662,4138.950327834425,1,svchost.exe,36.580675755568535,normal
10.0.0.39,10.0.0.58,443,1712.9496623582008,1778.9836440142867,1,outlook.exe,25.481080307771574,normal
10.0.0.12,10.0.0.51,80,2493.1882529529685,4838.045183058673,2,teams.exe,33.40946123516933,normal
10.0.0.31,10.0.0.59,53,1638.0176347661063,4177.144098481567,1,teams.exe,44.502193738337084,normal
10.0.0.7,10.0.0.53,443,3194.1859964352193,6048.399887813541,2,svchost.exe,35.66502455055219,normal
10.0.0.6,10.0.0.54,80,1406.5033058471276,6551.24526642773,1,explorer.exe,35.61444460859952,normal
10.0.0.24,10.0.0.53,3389,1402.7385301169825,5693.217601658705,1,svchost.exe,39.05645903303796,normal
10.0.0.32,10.0.0.51,53,2074.6709555299403,4654.89590318081,1,teams.exe,39.27868765475213,normal
10.0.0.15,10.0.0.58,22,2614.9951842193414,4540.14073768486,1,explorer.exe,21.39899678671935,normal
10.0.0.38,10.0.0.57,443,1110.3005347463895,4495.366257710765,2,teams.exe,39.064245874010425,normal
10.0.0.12,10.0.0.51,80,2695.4861790007003,5810.027238506116,1,svchost.exe,28.253180834105038,normal
10.0.0.29,185.220.101.7,443,357576.9329113695,1743.3147273726647,1,cmd.exe,129.3253491531457,data_exfil
10.0.0.19,10.0.0.58,443,2481.953467037931,4673.464147465429,1,outlook.exe,40.00436677296692,normal
10.0.0.14,10.0.0.50,80,1911.2020026206305,3205.8564888014,1,teams.exe,43.054729405706766,normal
10.0.0.34,10.0.0.56,3389,1645.284421335762,7288.79066088029,1,explorer.exe,32.44700426461707,normal
10.0.0.40,10.0.0.59,80,1194.216320448586,5081.98881382472,1,outlook.exe,38.37705599375887,normal
10.0.0.9,10.0.0.59,443,2689.234813730752,5320.997563686024,1,chrome.exe,33.087183941938406,normal
10.0.0.29,10.0.0.51,443,2611.9743765730022,5794.923113875559,2,svchost.exe,24.103807374395135,normal
10.0.0.22,10.0.0.52,443,1456.936850409295,5518.218950445412,2,chrome.exe,25.004173596881614,normal
10.0.0.30,10.0.0.57,80,1521.215522492394,4093.351454845707,1,svchost.exe,14.170758372825471,normal
10.0.0.11,10.0.0.53,443,1975.517484570775,4702.133195043139,1,svchost.exe,19.675350240318974,normal
10.0.0.4,10.0.0.56,443,2225.2478618890173,4285.934882017821,1,svchost.exe,21.24908244624978,normal
10.0.0.35,10.0.0.52,80,1053.6189112049742,5381.352834580285,1,outlook.exe,29.522918433241035,normal
10.0.0.13,10.0.0.56,53,1669.229278742354,3414.154359614153,1,teams.exe,27.064620657127826,normal
198.51.100.23,10.0.0.25,11851,60.59539936230994,0.0770234077880043,0,nmap.exe,0.1794317255988922,port_scan
10.0.0.32,10.0.0.51,80,2323.003093557276,6098.484876051819,1,chrome.exe,17.93316946255781,normal
10.0.0.37,10.0.0.55,80,1391.5516448299163,6075.221541181916,1,outlook.exe,38.82074815289481,normal
10.0.0.36,10.0.0.50,443,2042.0841150928482,3435.377872664196,1,svchost.exe,17.254791261148696,normal
10.0.0.4,10.0.0.54,80,2121.5673275692448,7002.427467644797,1,outlook.exe,4.614306605685307,normal
10.0.0.22,10.0.0.55,22,1079.0511135210713,4783.476802463826,1,svchost.exe,38.682292534995746,normal
10.0.0.30,10.0.0.59,53,2784.091214763663,7044.481557199944,1,svchost.exe,22.443231612711017,normal
10.0.0.7,10.0.0.59,22,1772.6026413111535,5551.964259331828,1,explorer.exe,32.38913240441387,normal
10.0.0.38,10.0.0.57,443,1719.2211268346873,3660.5302250422437,2,chrome.exe,29.471782604724222,normal
10.0.0.42,10.0.0.54,80,2104.1612543127962,6902.5582052295595,1,chrome.exe,48.030378628943524,normal
10.0.0.18,10.0.0.52,80,2017.0147931733404,6419.455680797839,1,teams.exe,15.303739488534866,normal
10.0.0.3,10.0.0.53,443,1450.689787411094,5745.360724077876,1,explorer.exe,39.83735511395646,normal
10.0.0.16,10.0.0.54,80,1862.5773496651038,6943.528881122197,2,explorer.exe,19.37057269816831,normal
10.0.0.14,10.0.0.55,443,2817.5331972637596,5912.620322540441,1,svchost.exe,13.374754978639075,normal
10.0.0.49,10.0.0.53,443,2844.5944668258394,5609.880047190419,1,chrome.exe,37.18596523250037,normal
10.0.0.18,10.0.0.54,443,2189.576559363062,3679.1216446226827,1,outlook.exe,38.24670393319513,normal
10.0.0.39,10.0.0.57,53,1532.201850618787,4693.986045642591,1,explorer.exe,33.927309403819905,normal
10.0.0.13,10.0.0.50,80,583.48485492863,4557.410707225844,1,svchost.exe,32.34359690728982,normal
10.0.0.27,10.0.0.57,443,2045.5468031279565,4815.91313298408,2,outlook.exe,17.68958017184659,normal
203.0.113.55,10.0.0.10,3389,164.44610967565478,108.65861558333788,32,svchost.exe,2.2318615287785573,brute_force
10.0.0.5,10.0.0.56,80,1375.0898302053179,4551.304317380515,1,explorer.exe,34.14275217513602,normal
10.0.0.19,10.0.0.50,443,1228.4408860285648,5497.788309417778,1,explorer.exe,32.15885958035597,normal
10.0.0.29,10.0.0.54,80,1283.6643551301736,3577.7703504937926,1,svchost.exe,22.535636407727186,normal
10.0.0.30,10.0.0.54,443,1317.4891022866823,7935.4062063884685,1,explorer.exe,39.99631043593484,normal
10.0.0.4,10.0.0.59,80,1675.3175901930595,3166.2942323705656,1,teams.exe,19.719182401568286,normal
10.0.0.44,10.0.0.53,53,2583.754911493223,5662.536033398613,1,chrome.exe,39.81070923878714,normal
10.0.0.11,10.0.0.52,80,1845.1751430059694,4998.285846330936,1,outlook.exe,47.534046273129704,normal
10.0.0.25,10.0.0.58,53,2900.7150496332442,5359.680847686321,2,explorer.exe,22.432155812523092,normal
10.0.0.45,10.0.0.58,80,1973.7474657306739,5166.4931271151245,1,explorer.exe,34.94785435330098,normal
10.0.0.16,10.0.0.50,80,3285.9976587474844,5464.2512381230035,1,chrome.exe,25.466275793701623,normal
10.0.0.40,10.0.0.57,80,1646.0445296629623,6672.86820189853,1,teams.exe,21.047828558474446,normal
10.0.0.35,10.0.0.50,80,1568.253197517533,3885.9186417669125,2,svchost.exe,27.09496581023025,normal
10.0.0.16,10.0.0.57,80,1934.5370974369368,4936.610147965189,1,explorer.exe,27.918072672192622,normal
10.0.0.29,10.0.0.52,22,1770.1716138635015,4119.988018309236,1,teams.exe,13.8582366503516,normal
10.0.0.21,10.0.0.55,443,2010.0532334345492,4257.5132222304,1,teams.exe,28.13031570532057,normal
10.0.0.44,10.0.0.51,443,1937.412785808418,5521.449399059529,1,chrome.exe,31.70555153946106,normal
10.0.0.9,10.0.0.58,53,1796.2699463541992,3319.12954076188,1,explorer.exe,41.62877693747156,normal
10.0.0.34,10.0.0.50,3389,1321.2412300790324,5809.264698241986,1,teams.exe,24.882182758749728,normal
10.0.0.22,10.0.0.59,80,2384.4198379844483,3624.4891104312574,2,explorer.exe,34.32579322084848,normal
10.0.0.4,10.0.0.55,443,1513.6177416199996,5342.106039650418,1,chrome.exe,29.846345523532587,normal
10.0.0.25,10.0.0.54,443,1503.5669994572272,6191.090683146192,1,explorer.exe,33.054462438603736,normal
10.0.0.41,10.0.0.55,53,2726.3777725630916,5826.403317330524,2,explorer.exe,37.44529608301403,normal
10.0.0.18,10.0.0.51,443,2379.757443743054,4842.16249015974,2,svchost.exe,29.377595216759982,normal
10.0.0.26,10.0.0.52,80,2447.4552780134127,5864.069982138947,1,outlook.exe,3.193888659261649,normal
203.0.113.55,10.0.0.10,3389,201.71581254435955,101.49333839769801,37,svchost.exe,2.2512873871857186,brute_force
10.0.0.19,10.0.0.51,443,2155.554995571598,5851.124098380238,1,chrome.exe,27.955003412301636,normal
10.0.0.42,10.0.0.50,443,1281.8730675359411,5641.894122858638,2,chrome.exe,22.213100368749387,normal
10.0.0.46,10.0.0.57,80,1960.3057877971485,4719.497946588383,1,chrome.exe,15.22650791145123,normal
10.0.0.28,10.0.0.52,53,1730.9761207549307,5125.886530576658,1,chrome.exe,33.53219181830795,normal
10.0.0.40,10.0.0.57,443,2071.524384939476,2733.9479058507172,1,chrome.exe,43.76885886175849,normal
10.0.0.10,10.0.0.59,443,2094.2378805090516,3053.474713641136,1,chrome.exe,28.498243486051,normal
10.0.0.48,10.0.0.55,80,1577.1634477529435,4132.077537248846,1,teams.exe,32.18399645410773,normal
10.0.0.21,10.0.0.50,80,2861.0775489040975,6438.169201145702,1,teams.exe,27.704398269962795,normal
10.0.0.23,10.0.0.54,80,2350.3503060602916,5001.976844755811,1,outlook.exe,31.483628586819854,normal
10.0.0.42,10.0.0.57,443,1980.0528081241441,6314.0749815246045,1,explorer.exe,17.79152185937474,normal
10.0.0.35,10.0.0.52,443,2099.711992993384,4711.4248828458985,2,svchost.exe,29.348011156501755,normal
10.0.0.6,10.0.0.55,443,1453.9393998257165,6118.894597930669,1,chrome.exe,18.23334842614513,normal
10.0.0.17,10.0.0.52,443,2088.075225943846,4103.632452174819,1,explorer.exe,24.367023324541172,normal
10.0.0.9,10.0.0.52,80,1644.0133863705387,5438.4126994966455,2,explorer.exe,27.480850671288422,normal
10.0.0.3,10.0.0.54,80,1744.1182210288482,5404.823408808268,1,outlook.exe,19.419647411418556,normal
10.0.0.27,10.0.0.58,443,2645.3222304612736,4407.759155187186,1,chrome.exe,25.35191219793987,normal
10.0.0.45,10.0.0.52,3389,1826.4067524438688,5018.0472524682245,2,explorer.exe,26.020082251107777,normal
10.0.0.30,10.0.0.58,80,2053.5287264961485,5461.272084317831,2,svchost.exe,9.21030435032483,normal
10.0.0.19,10.0.0.59,80,1808.0626293346086,6419.035611367264,1,svchost.exe,18.825449911058108,normal
10.0.0.27,10.0.0.51,80,1847.1946929230983,4578.801183387087,1,chrome.exe,29.770340996855495,normal
10.0.0.6,10.0.0.55,443,1126.7666372104832,4403.006411579067,1,chrome.exe,12.54559370079063,normal
10.0.0.25,10.0.0.58,80,1154.6641861967742,5057.864047426757,2,chrome.exe,25.44117264627981,normal
203.0.113.55,10.0.0.10,3389,140.56850593286927,76.55921102650623,33,svchost.exe,2.5561462249458637,brute_force
10.0.0.25,10.0.0.51,80,1954.0216086978671,5548.06692470717,2,teams.exe,44.37169855304112,normal
10.0.0.16,10.0.0.53,3389,2069.7488980737294,4549.7981083341565,1,teams.exe,19.818372145409082,normal
10.0.0.37,10.0.0.50,443,1890.16527382452,4063.204765040617,1,outlook.exe,1.0,normal
10.0.0.23,10.0.0.54,443,3042.356460615508,3902.3890177242733,2,outlook.exe,33.53316707251693,normal
10.0.0.9,10.0.0.55,80,1436.973019544475,4340.251358746034,1,chrome.exe,40.926185912568265,normal
10.0.0.22,10.0.0.50,443,1463.1556705411238,2632.5223466267216,1,outlook.exe,29.82464091316547,normal
10.0.0.27,10.0.0.53,80,1618.740380426701,4508.43806098107,1,teams.exe,9.978574467594491,normal
10.0.0.18,10.0.0.58,443,1186.4975395666256,4415.599023403969,1,teams.exe,47.69191169236664,normal
10.0.0.35,10.0.0.54,3389,2147.485727854411,2615.0944910494177,1,explorer.exe,21.500917472398747,normal
10.0.0.33,10.0.0.51,443,1682.2294505922216,6526.812663577265,1,svchost.exe,22.07052497013904,normal
10.0.0.7,10.0.0.59,80,1214.559271437044,5291.202755138032,1,svchost.exe,19.26949041293534,normal
